REF_DATE,City,Immigrants,CPI_current,Adj_rent,Province,Net interprovincial migration,Net intraprovincial migration,Net non-permanent residents,Residual deviation,Net_International_Migration,Births,Deaths,Natural Growth,Population_Estimate,M_Income,Bachelor_Unit,One bedroom units,Three bedroom units,Two bedroom units,Crime severity index,Violent crime severity index,Average_Rent,Average_Rent_log,YoY_diff,Change_in_M_income,Labour force,Employment,Full-time employment,Part-time employment,Unemployment,Not in labour force,Unemployment rate,Participation rate,Employment rate,Vacancy_Rate,Housing starts,Housing under construction,Housing completions,Percentage,Percentage3,Imm_pop,Change_Vacancy,Change_UnEm,Change_Participation,Log_Adj_Rent,Chng_Log_AdjR
2003,Ottawa Gatineau,6786,102.8,1061.948768,Ontario/Quebec,1336,140,2036,1448,6886,12331,6934,5397,1159243,NA,609.3333333,716.75,1011,873.75,89.93,85.8,802.7083333,6.687991427,0.009885189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,9182,5631,9051,NA,NA,0.005931632,0.8,NA,NA,6.967860959,-0.017729978
2004,Ottawa Gatineau,6868,104.7,1039.890162,Ontario/Quebec,731,-565,450,1444,3954,12964,7131,5833,1170640,NA,598,733.5,989.5,881.25,82.31,78.55,800.5625,6.685314606,-0.002676821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,10470,5905,10187,0.005931632,NA,0.005924556,1.1,NA,NA,6.946870373,-0.020990586
2005,Ottawa Gatineau,6544,107,1019.046729,Ontario/Quebec,374,174,28,1410,3274,12771,7154,5617,1181489,NA,601.75,728,1007.75,869.5,84.38,80.95,801.75,6.686796839,0.001482233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,7105,4697,8290,0.005924556,0.006003308,0.005590105,-0.2,NA,NA,6.92662289,-0.020247484
2006,Ottawa Gatineau,7194,109.1,1005.950199,Ontario/Quebec,260,2242,-4823,1511,-1089,12465,6899,5566,1189979,82800,612.6666667,730,1007,878.25,82.48,83.09,806.9791667,6.693297852,0.006501014,NA,689.4,652.3,530.4,121.9,37.1,271.5,5.4,71.7,67.9,2.6,8808,5286,8199,0.005590105,0.005645063,0.006088927,-0.7,NA,NA,6.913687845,-0.012935045
2007,Ottawa Gatineau,6943,111.5,1003.304933,Ontario/Quebec,1366,2120,483,1181,5182,13022,7218,5804,1205632,86000,626,748.25,1018.75,897.25,76.74,73.46,822.5625,6.712424468,0.019126615,3200,702.1,664.4,548.8,115.5,37.7,275.5,5.4,71.8,68,2.4,9294,6313,8310,0.006088927,0.006145356,0.005834557,-0.2,0,0.1,6.911054762,-0.002633083
2008,Ottawa Gatineau,7573,114.1,1017.889278,Ontario/Quebec,2741,3543,496,1339,5890,13684,7342,6342,1225487,86700,648.6666667,791.75,1053.25,922.25,69.96,73.95,853.9791667,6.749906798,0.037482331,700,723.7,686.9,560.2,126.7,36.8,272.3,5.1,72.7,69,1.5,10302,7060,9539,0.005834557,0.005876483,0.006281353,-0.9,-0.3,0.9,6.925486427,0.014431665
2009,Ottawa Gatineau,7207,114.4,1050.958625,Ontario/Quebec,2763,3828,883,1559,5776,14050,7347,6703,1246116,86500,665.6666667,819.25,1094,957.25,68.41,76.99,884.0416667,6.784504196,0.034597397,-200,723.7,681.5,566.9,114.6,42.1,291.4,5.8,71.3,67.1,1.5,8930,6546,9440,0.006281353,0.006363978,0.005880927,0,0.7,-1.4,6.957458003,0.031971575
2010,Ottawa Gatineau,8349,116.5,1057.453505,Ontario/Quebec,3244,2695,1104,1821,7942,14180,7311,6869,1268687,85600,692.3333333,851.25,1104.25,975.5,62.37,65.61,905.8333333,6.80885533,0.024351135,-900,748.3,698.4,576.6,121.7,50,286.6,6.7,72.3,67.5,1.7,9133,6165,9539,0.005880927,0.005977778,0.006700018,0.2,0.9,1,6.963618943,0.006160941
2011,Ottawa Gatineau,8308,119.9,1053.933834,Ontario/Quebec,1721,2106,1156,1529,7891,14202,7748,6454,1288388,94600,703.6666667,868.5,1140,1004.5,59.4,63.94,929.1666667,6.834288127,0.025432797,9000,746.5,699.5,574.9,124.6,46.9,305.4,6.3,71,66.5,1.5,8214,5910,8356,0.006700018,0.006812802,0.006548503,-0.2,-0.4,-1.3,6.960284951,-0.003333992
2012,Ottawa Gatineau,7953,121.7,1060.602575,Ontario/Quebec,1279,3101,897,-2187,6046,14509,7574,6935,1303562,90800,730.3333333,882.5,1161,1022.5,59.96,61.46,949.0833333,6.855496606,0.021208479,-3800,763.3,715.9,589.6,126.3,47.3,300.6,6.2,71.7,67.3,2.6,8785,6589,8122,0.006548503,0.006667116,0.00617283,1.1,-0.1,0.7,6.966592492,0.006307541
2013,Ottawa Gatineau,8084,122.8,1065.614821,Ontario/Quebec,-151,1694,762,-2136,5934,14307,8050,6257,1315160,91500,740,894,1178,1036.75,51.16,58.62,962.1875,6.869209338,0.013712732,700,747.4,699.6,570.7,128.9,47.8,325.9,6.4,69.6,65.2,3.3,8484,8118,7134,0.00617283,0.006268686,0.00620147,0.7,0.2,-2.1,6.971307208,0.004714716
2014,Ottawa Gatineau,7355,125.2,1050.664271,Ontario/Quebec,-390,2216,558,-2085,5151,14492,7932,6560,1326612,88700,752.6666667,902.5,1174.5,1039.25,47.88,52.16,967.2291667,6.874435455,0.005226117,-2800,757.2,705.4,572.4,133,51.8,325.4,6.8,69.9,65.2,3.3,7665,6764,8999,0.00620147,0.006274507,0.005592475,0,0.4,0.3,6.957177882,-0.014129326
2015,Ottawa Gatineau,6037,126.6,1065.163244,Ontario/Quebec,396,3131,581,-2014,3623,14100,8543,5557,1337305,91600,771.6666667,929.25,1191.25,1074,48.52,54.74,991.5416667,6.899260971,0.024825516,2900,758.7,708,572,136,50.7,333.6,6.7,69.5,64.8,3.9,6556,5642,7678,0.005592475,0.005642233,0.00455069,0.6,-0.1,-0.4,6.970883347,0.013705465
2016,Ottawa Gatineau,9044,128.4,1058.903167,Ontario/Quebec,2886,3854,3134,-1349,9384,14115,8095,6020,1358100,91500,784.6666667,900.5,1220.75,1093,52.24,63.12,999.7291667,6.907484409,0.008223438,-100,769.1,719.1,578.2,140.9,50,339.9,6.5,69.4,64.8,3.4,7117,6256,6548,0.00455069,0.004590316,0.006762855,-0.5,-0.2,-0.1,6.964988903,-0.005894444
2017,Ottawa Gatineau,7872,130.4,1081.837935,Ontario/Quebec,3985,7254,4382,NA,10642,13809,8893,4916,1384897,90100,803.6666667,955.5,1274.25,1115.75,52.5,65.5,1037.291667,6.944368429,0.03688402,-1400,772.7,729.4,593,136.4,43.4,356.9,5.6,68.4,64.6,2.2,9327,8887,6821,0.006762855,0.006817366,0.005796333,-1.2,-0.9,-1,6.986416665,0.021427762
2018,Ottawa Gatineau,9543,133.4,1091.98026,Ontario/Quebec,4132,3928,5016,NA,13399,13926,9250,4676,1411032,89200,829.6666667,999.75,1289.75,1165.25,55.05,69.82,1071.104167,6.976445327,0.032076898,-900,782.1,746.8,609.2,137.6,35.3,369.5,4.5,67.9,64.8,1.5,9468,9832,8503,0.005796333,0.005886466,0.006890765,-0.7,-1.1,-0.5,6.995748079,0.009331414
2019,Ottawa Gatineau,10876,136,1166.416667,Ontario/Quebec,3930,3618,5523,NA,15021,13688,9274,4414,1438015,92000,885.6666667,1106,1390,1284,56.93,69.87,1166.416667,7.06169165,0.085246323,2800,814.3,774.6,640.8,133.9,39.6,360.7,4.9,69.3,65.9,1.8,11203,12268,8764,0.006890765,0.007026729,0.007707834,0.3,0.4,1.4,7.06169165,0.065943571
2020,Ottawa Gatineau,9332,137,1230.928224,Ontario/Quebec,4464,4190,4032,NA,11902,13885,9874,4011,1462582,NA,948.6666667,1160.5,1503.25,1347.5,48.54,60.23,1239.979167,7.122849857,0.061158207,NA,785.6,725.9,608,117.9,59.7,407.9,7.6,65.8,60.8,3.4,13034,14964,10318,0.007707834,0.007853292,0.006489501,1.6,2.7,-3.5,7.115523817,0.053832167
2021,Ottawa Gatineau,8679,141.6,1236.982109,Ontario/Quebec,1696,1201,-2669,NA,5197,13689,10288,3401,1474077,NA,1008.666667,1196.25,1538,1408.75,48.53,65.45,1287.916667,7.160781205,0.037931347,NA,815.1,766.8,640.3,126.5,48.3,397.1,5.9,67.2,63.3,2.8,13280,16773,11487,0.006489501,0.006613599,0.005934026,-0.6,-1.7,1.4,7.120429909,0.004906092
2022,Ottawa Gatineau,17833,151.2,1238.833774,Ontario/Quebec,-379,1369,4118,NA,20080,14146,10683,3463,1498610,NA,1091.666667,1263,1619.25,1535.25,54.67,68.94,1377.291667,7.227874289,0.067093085,NA,834.3,800.1,663.8,136.3,34.2,402.8,4.1,67.4,64.7,1.9,15023,20564,11238,0.005934026,0.006035403,0.01209774,-0.9,-1.8,0.2,7.121925711,0.001495802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Peterborough,196,100,863.7133333,Ontario,8,975,44,491,52,905,1074,-169,116673,NA,418.6666667,609.6666667,818.5,693.5,NA,NA,635.0833333,6.453756224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,423,198,366,NA,NA,NA,NA,NA,NA,6.761240924,NA
2003,Peterborough,179,102.8,868.6867704,Ontario,19,716,65,497,152,902,1160,-258,117799,NA,426.5,618.3333333,848,733.6666667,NA,NA,656.625,6.487113079,0.033356855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,547,293,448,NA,NA,0.001534202,-1,NA,NA,6.766982612,0.005741688
2004,Peterborough,184,104.7,927.4498567,Ontario,-10,592,16,509,45,999,1212,-213,118722,NA,502.3333333,679.3333333,893,781.3333333,NA,NA,714,6.570882962,0.083769883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,514,241,559,0.001534202,NA,0.001561983,0,NA,NA,6.83243873,0.065456118
2005,Peterborough,212,107,899.7024922,Ontario,-125,768,0,525,81,986,1182,-196,119775,NA,501.6666667,651.75,910.5,767.5,NA,NA,707.8541667,6.562238093,-0.008644869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,619,423,413,0.001561983,0.001577057,0.001785684,2,NA,NA,6.802064144,-0.030374586
2006,Peterborough,158,109.1,910.1726245,Ontario,-218,445,235,446,261,1007,1085,-78,120631,NA,508.3333333,665.25,959.5,787.5,79.86,65.67,730.1458333,6.593244286,0.031006193,NA,63.7,59.8,45.9,13.9,4,35.6,6.3,64.1,60.2,2,437,308,546,0.001785684,0.001799676,0.00131914,-1,NA,NA,6.813634279,0.011570134
2007,Peterborough,184,111.5,912.7653214,Ontario,-349,487,57,-146,209,1028,1188,-160,120672,NA,547.3333333,677.25,967.25,801.5,62.44,63.16,748.3333333,6.617848512,0.024604226,NA,65.8,62.2,47.3,15,3.6,34.1,5.5,65.9,62.3,2.5,540,449,413,0.00131914,0.00133084,0.001525313,0.5,-0.8,1.8,6.816478806,0.002844528
2008,Peterborough,176,114.1,919.6786445,Ontario,-265,722,57,-125,102,1086,1133,-47,121059,NA,560.3333333,687.25,1015.75,823,66.93,70.4,771.5833333,6.648444681,0.030596169,NA,66.5,62.6,47.2,15.4,3.9,34.1,5.9,66.2,62.3,2.2,428,489,356,0.001525313,0.001536214,0.001458499,-0.3,0.4,0.3,6.82402431,0.007545503
2009,Peterborough,183,114.4,942.0337995,Ontario,-298,516,-13,-94,39,1057,1215,-158,121064,NA,564.6666667,713,1031.5,860.5,66.68,61.28,792.4166667,6.675087348,0.026642667,NA,63.7,58.9,45.2,13.7,4.8,37.2,7.5,63.1,58.3,6.3,371,413,446,0.001458499,0.001458995,0.00151166,4.1,1.6,-3.1,6.848041155,0.024016845
2010,Peterborough,165,116.5,926.9499285,Ontario,-72,861,59,-38,187,1084,1165,-81,121921,NA,569.6666667,705.75,1044,856.75,68.14,65.93,794.0416667,6.677135937,0.002048589,NA,63,56.9,43.5,13.4,6.1,38.8,9.7,61.9,55.9,4,404,276,539,0.00151166,0.001516508,0.001362915,-2.3,2.2,-1.2,6.83189955,-0.016141605
2011,Peterborough,133,119.9,923.2082291,Ontario,-171,383,131,-29,149,1099,1193,-94,122159,NA,594.6666667,725.5,1080.75,854.75,63.81,61.68,813.9166667,6.701857986,0.024722049,NA,63.3,57.1,43.6,13.5,6.2,38.9,9.8,61.9,55.9,3.2,351,284,342,0.001362915,0.001362972,0.00109087,-0.8,0.1,0,6.827854809,-0.00404474
2012,Peterborough,130,121.7,919.4015338,Ontario,-184,633,80,-220,98,1137,1165,-28,122458,NA,619.6666667,739.75,1057,874.5,63.56,66.31,822.7291667,6.712627066,0.01076908,NA,63.9,58.1,44.5,13.6,5.7,38.5,8.9,62.4,56.7,2.7,343,389,236,0.00109087,0.001098592,0.001064187,-0.5,-0.9,0.5,6.823722952,-0.004131858
2013,Peterborough,144,122.8,927.9397394,Ontario,-321,714,179,-207,193,1226,1154,72,122909,NA,625,761.5,1066.5,898.5,54.34,57.51,837.875,6.730868925,0.018241859,NA,59.9,54.6,39.8,14.8,5.3,42.7,8.8,58.4,53.3,4.5,354,418,320,0.001064187,0.001066264,0.001175913,1.8,-0.1,-4,6.832966795,0.009243843
2014,Peterborough,158,125.2,930.8586262,Ontario,-361,306,129,-192,120,1176,1253,-77,122705,NA,639,782,1089.25,917.5,53.43,51.47,856.9375,6.753364987,0.022496062,NA,64.8,59.3,45.2,14.1,5.4,37.4,8.3,63.4,58,2.6,232,216,430,0.001175913,0.001178792,0.001285504,-1.9,-0.5,5,6.836107414,0.003140619
2015,Peterborough,114,126.6,944.7130068,Ontario,-309,823,202,-185,233,1188,1297,-109,123158,NA,670.6666667,798.75,1117,931.25,55.29,57.91,879.4166667,6.779258809,0.025893822,NA,65,60.2,45.5,14.7,4.8,37.3,7.4,63.5,58.8,3.5,365,248,331,0.001285504,0.001290238,0.000929057,0.9,-0.9,0.1,6.850881185,0.014773771
2016,Peterborough,209,128.4,946.8717549,Ontario,-87,1570,357,-112,428,1109,1221,-112,124845,NA,693.3333333,791.5,1125.25,965.75,55.24,70.2,893.9583333,6.795659167,0.016400358,NA,61.4,58.5,46.3,12.2,2.9,42,4.7,59.4,56.6,0.9,495,411,330,0.000929057,0.000927515,0.001697007,-2.6,-2.7,-4.1,6.853163662,0.002282477
2017,Peterborough,252,130.4,958.5966258,Ontario,-37,1871,612,NA,727,1094,1338,-244,127162,NA,706,826,1161,983.5,53.44,69.14,919.125,6.823422131,0.027762963,NA,66,61.7,47.7,14,4.3,39.5,6.5,62.5,58.4,1.1,395,262,492,0.001697007,0.001703272,0.002018503,0.2,1.8,3.1,6.865470367,0.012306705
2018,Peterborough,205,133.4,1001.989005,Ontario,-123,1443,1927,NA,2079,1162,1467,-305,130256,NA,735.3333333,876,1270.5,1049.5,49.37,54.02,982.8333333,6.890439557,0.067017426,NA,68.7,64.9,50.1,14.8,3.8,39.6,5.5,63.5,60,1.6,443,388,315,0.002018503,0.002046152,0.001612117,0.5,-1,1,6.909742309,0.044271942
2019,Peterborough,195,136,1023.229167,Ontario,-61,1146,-129,NA,-1,1095,1442,-347,130993,NA,787.6666667,898,1308,1099.25,54.64,65.89,1023.229167,6.930718755,0.040279198,NA,66.4,62.5,48.3,14.2,3.9,43.4,5.9,60.5,56.9,2,499,335,551,0.001612117,0.001642036,0.001497052,0.4,0.4,-3,6.930718755,0.020976446
2020,Peterborough,191,137,1061.941606,Ontario,-202,1006,6,NA,193,1116,1441,-325,131665,NA,825,958.5,1370.5,1125,62.45,82.73,1069.75,6.975180255,0.0444615,NA,59.8,53.7,41.6,12.1,6.1,52.2,10.2,53.3,47.9,2.2,528,513,347,0.001497052,0.001533477,0.001458093,0.2,4.3,-7.2,6.967854215,0.03713546
2021,Peterborough,199,141.6,1074.325565,Ontario,-212,1750,-663,NA,-493,1141,1496,-355,132355,NA,810,1041,1374.5,1248.75,64.74,87.08,1118.5625,7.019799658,0.044619402,NA,68.9,63.5,50.9,12.6,5.4,44.4,7.8,60.8,56,1.1,624,642,495,0.001458093,0.001466343,0.001511412,-1.1,-2.4,7.5,6.979448362,0.011594147
2022,Peterborough,676,151.2,1063.099647,Ontario,-430,1924,909,NA,1526,1185,1555,-370,135005,NA,876.6666667,1049.75,1508.75,1292.5,63.95,79.88,1181.916667,7.074892694,0.055093036,NA,69.3,66.1,51.5,14.6,3.1,45.3,4.5,60.5,57.7,0.7,353,472,522,0.001511412,0.001519165,0.005107476,-0.4,-3.3,-0.3,6.968944115,-0.010504247
2002,Québec,1693,100,714.2266667,Quebec,-403,3072,182,-347,1403,6398,5095,1303,710234,NA,392.6666667,494.6666667,658,555.3333333,73.73,56.72,525.1666667,6.263715673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,4282,1553,3748,NA,NA,NA,NA,NA,NA,6.571200372,NA
2003,Québec,1084,102.8,720.3777562,Quebec,-194,2959,206,-312,752,6225,5134,1091,714530,NA,409.6666667,512,684.75,571.6666667,73.19,54.52,544.5208333,6.299906203,0.036190531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,5599,1749,5517,NA,NA,0.001526258,0,NA,NA,6.579775736,0.008575363
2004,Québec,2013,104.7,736.9643426,Quebec,-101,2036,-47,-276,1381,6353,5225,1128,718698,NA,423.3333333,530,713.75,602.3333333,69.81,53.91,567.3541667,6.340983741,0.041077538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,6186,2675,5259,0.001526258,NA,0.002817237,0.7,NA,NA,6.602539509,0.022763773
2005,Québec,2245,107,747.0732087,Quebec,-554,2201,-53,-250,1734,6685,5174,1511,723340,NA,437.3333333,543.6666667,743.75,626.3333333,71.38,59,587.7708333,6.376337133,0.035353391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,5835,2361,6149,0.002817237,0.002834277,0.003123704,0.4,NA,NA,6.616163184,0.013623675
2006,Québec,1893,109.1,747.10663,Quebec,-802,3907,-500,201,896,7041,4972,2069,729611,64800,456,564.3333333,745.75,631.25,73.01,67.08,599.3333333,6.395817926,0.019480794,NA,400.2,378.7,314.4,64.3,21.5,201.9,5.4,66.5,62.9,1.5,5176,1613,5922,0.003123704,0.003141925,0.002617027,0,NA,NA,6.616207919,4.47353E-05
2007,Québec,1829,111.5,734.2780269,Quebec,-949,2978,156,2899,1679,7603,5334,2269,738487,65700,458,554,756.75,639.25,65.6,52.85,602,6.400257445,0.004439519,900,410.9,389.6,315.8,73.7,21.3,200.7,5.2,67.2,63.7,1.4,5284,2489,4442,0.002617027,0.00263393,0.002506815,-0.1,-0.2,0.7,6.59888774,-0.017320179
2008,Québec,2150,114.1,729.7385335,Quebec,-662,3324,123,2896,1827,7857,5322,2535,748407,75300,455.6666667,565,775.25,653,63.27,54.36,612.2291667,6.417106668,0.016849222,9600,418,398.5,321.7,76.8,19.5,203.6,4.7,67.2,64.1,0.6,5457,2458,5486,0.002506815,0.002528548,0.002911358,-0.8,-0.5,0,6.592686297,-0.006201444
2009,Québec,2191,114.4,756.8764569,Quebec,-298,2471,325,2904,1982,8395,5516,2879,758345,73800,476.3333333,587.3333333,804.25,678.75,60.48,50.08,636.6666667,6.456246232,0.039139565,-1500,422.1,400.7,319.6,81.1,21.4,209.4,5.1,66.8,63.5,0.5,5513,2830,5120,0.002911358,0.002946776,0.002927551,-0.1,0.4,-0.4,6.629200039,0.036513743
2010,Québec,2445,116.5,767.286123,Quebec,-141,1532,617,2933,2764,8369,5428,2941,768374,73000,496.3333333,605,829,698.75,55.03,50.03,657.2708333,6.488096161,0.031849928,-800,439.6,416.6,332.4,84.2,23,201.4,5.2,68.6,65,1.1,6652,3072,6419,0.002927551,0.002966877,0.003224126,0.6,0.1,1.8,6.642859774,0.013659734
2011,Québec,2443,119.9,770.5059772,Quebec,-229,1917,366,2457,2386,8567,5534,3033,777938,73200,525.6666667,616,854,721.5,52.77,48.9,679.2916667,6.521050589,0.032954428,200,450.1,425.4,346.2,79.2,24.7,199.1,5.5,69.3,65.5,1.6,5445,2858,5667,0.003224126,0.003266939,0.003179441,0.5,0.3,0.7,6.647047412,0.004187639
2012,Québec,2707,121.7,769.8192276,Quebec,-576,1702,372,-597,2590,8377,5638,2739,783796,67200,513.6666667,625.3333333,876.25,740.25,51.59,52.11,688.875,6.535059832,0.014009244,-6000,453.2,430.6,348.8,81.8,22.5,200.4,5,69.3,65.9,2.1,6416,3779,5518,0.003179441,0.003221489,0.003479712,0.5,-0.5,0,6.646155718,-0.000891694
2013,Québec,2905,122.8,779.2820304,Quebec,-719,1251,477,-584,2811,8495,5775,2720,789275,74900,517.6666667,639.6666667,894.25,763,46.5,47.77,703.6458333,6.556275152,0.02121532,7700,449.5,427.8,349.7,78.2,21.7,207.3,4.8,68.4,65.1,2.4,4680,2935,5465,0.003479712,0.003523024,0.003706322,0.3,-0.2,-0.9,6.658373022,0.012217304
2014,Québec,2899,125.2,781.2034079,Quebec,-724,1250,230,-522,2470,8440,5778,2662,794411,67400,536,653.6666667,910.5,776.5,44.95,47.36,719.1666667,6.578093134,0.021817982,-7500,455.6,430.7,344.6,86.1,24.9,204.2,5.5,69.1,65.3,3.2,4449,2925,4451,0.003706322,0.003734231,0.003672991,0.8,0.7,0.7,6.660835561,0.002462539
2015,Québec,2296,126.6,792.1919431,Quebec,-1061,1183,963,-457,2569,8428,6027,2401,799046,65500,549.6666667,671.3333333,940.5,788.25,42.19,44.24,737.4375,6.603181339,0.025088205,-1900,460,438,346.4,91.6,22,202.2,4.8,69.5,66.1,4.3,5442,3985,4354,0.003672991,0.003698666,0.002890192,1.1,-0.7,0.4,6.674803715,0.013968154
2016,Québec,3233,128.4,799.953271,Quebec,-1062,1107,958,-285,3617,8260,5808,2452,804875,70000,557.6666667,690.3333333,961.75,811.25,45.13,51.83,755.25,6.62704882,0.023867481,4500,453.2,431.7,344.4,87.3,21.5,212.2,4.7,68.1,64.9,5.4,4766,3822,4915,0.002890192,0.002908999,0.004046075,1.1,-0.1,-1.4,6.684553315,0.0097496
2017,Québec,2842,130.4,798.7870654,Quebec,-807,1159,721,NA,3077,7983,6162,1821,810125,77000,551.3333333,706,985.25,821,48.23,63.85,765.8958333,6.641046173,0.013997352,7000,453.9,435,357.1,77.9,18.9,215.5,4.2,67.8,65,4.7,6640,5382,5017,0.004046075,0.004069682,0.003530983,-0.7,-0.5,-0.3,6.683094409,-0.001458906
2018,Québec,2363,133.4,804.6964018,Quebec,-541,1723,2679,NA,4552,7690,6618,1072,816931,73300,570,725,1011,851.25,44.11,53.42,789.3125,6.671162313,0.030116141,-3700,468.3,450.9,369.9,81,17.4,207,3.7,69.4,66.8,3.5,5355,5075,5709,0.003530983,0.003556741,0.002916834,-1.2,-0.5,1.6,6.690465066,0.007370657
2019,Québec,2368,136,820.375,Quebec,-224,2272,2911,NA,4845,7794,6384,1410,825234,72200,599,751,1054,877.5,43.73,57.23,820.375,6.709761553,0.038599239,-1100,472.3,457.6,371.6,86,14.7,209.2,3.1,69.3,67.1,2.5,6203,5525,5750,0.002916834,0.00293586,0.002898654,-1,-0.6,-0.1,6.709761553,0.019296487
2020,Québec,2239,137,848.1386861,Quebec,-213,1563,2273,NA,4224,7675,6462,1213,832021,NA,610.3333333,783.6666667,1104.25,919.25,41.81,56.7,854.375,6.750370207,0.040608655,NA,450.7,420,347.6,72.4,30.7,234.1,6.8,65.8,61.3,2.7,6713,6636,5605,0.002898654,0.002923006,0.00271317,0.2,3.7,-3.5,6.743044167,0.033282615
2021,Québec,2547,141.6,857.5235405,Quebec,66,520,1009,NA,3314,7781,7087,694,836615,NA,644.6666667,825.6666667,1143.75,957.25,42.82,60.41,892.8333333,6.794399927,0.044029719,NA,452.3,433.6,360.9,72.7,18.7,235.9,4.1,65.7,63,2.7,9389,9216,7017,0.00271317,0.002740746,0.003061221,0,-2.7,-0.1,6.754048631,0.011004464
